,Case_No,Days_of_Mon,Time_occured(24hr),Areas,Zip_Codes,Crimes,Weapons
2334,221007916,12,1900,West Valley,91406,BURGLARY FROM VEHICLE,
2335,221508328,13,2115,N Hollywood,91601,INTIMATE PARTNER - SIMPLE ASSAULT,CLUB/BAT
2336,221400696,13,1430,Pacific,90066,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2337,221007915,11,0935,West Valley,91356,BURGLARY FROM VEHICLE,
2338,220808172,13,0045,West LA,90064,BURGLARY,
2339,221508194,13,0715,N Hollywood,91605,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",BLUNT INSTRUMENT
2340,221809143,13,1145,Southeast,90044,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2341,221508235,13,0323,N Hollywood,91601,BURGLARY,
2342,221908203,12,1900,Mission,91402,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
2343,222107976,13,0555,Topanga,91307,VIOLATION OF COURT ORDER,
2344,220110201,13,0105,Central,90021,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2345,222107965,13,0030,Topanga,91304,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2346,220707949,13,1610,Wilshire,90019,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2347,220208771,13,2250,Rampart,90004,THEFT PLAIN - PETTY ($950 & UNDER),
2348,222008401,1,1310,Olympic,90006,THEFT OF IDENTITY,
2349,221309565,13,1645,Newton,90037,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2350,221409213,13,1025,Pacific,90045,DISTURBING THE PEACE,
2351,220110237,13,1048,Central,90015,VIOLATION OF COURT ORDER,
2352,221107833,12,1730,Northeast,90027,BURGLARY,
2353,220208750,12,2030,Rampart,90057,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2354,220309008,12,2150,Southwest,90089,BURGLARY FROM VEHICLE,
2355,221007930,13,1945,West Valley,91316,"BURGLARY, ATTEMPTED",
2356,221107835,12,1800,Northeast,90065,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2357,220407504,13,0330,Hollenbeck,90031,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2358,220707943,6,0001,Wilshire,90035,THEFT OF IDENTITY,
2359,221809165,13,2230,Southeast,90003,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KITCHEN KNIFE
2360,220309073,7,2300,Southwest,90037,"RAPE, FORCIBLE","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2361,220208742,11,1100,Rampart,90004,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2362,221209851,12,2100,77th Street,90044,VEHICLE - STOLEN,
2363,220309035,12,2300,Southwest,90008,VEHICLE - STOLEN,
2364,220707931,7,1030,Wilshire,90036,THEFT PLAIN - PETTY ($950 & UNDER),
2365,221809109,13,1000,Southeast,90003,VEHICLE - STOLEN,
2366,221908214,13,1130,Mission,91342,TRESPASSING,
2367,221209870,13,0705,77th Street,90003,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
2368,220309027,13,1120,Southwest,90037,OTHER ASSAULT,UNKNOWN WEAPON/OTHER WEAPON
2369,220708034,12,2005,Wilshire,90048,BURGLARY FROM VEHICLE,
2370,220507910,13,0325,Harbor,90501,VEHICLE - STOLEN,
2371,220707958,13,2000,Wilshire,90036,BIKE - STOLEN,
2372,221508144,12,1900,N Hollywood,91605,VEHICLE - STOLEN,
2373,221007893,8,0800,West Valley,91356,OTHER MISCELLANEOUS CRIME,
2374,221508234,9,0608,N Hollywood,91604,BURGLARY,
2375,221409194,13,1720,Pacific,90291,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
2376,220608757,13,1055,Hollywood,90028,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
2377,220110238,13,0200,Central,90017,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2378,222008488,11,1200,Olympic,90004,DOCUMENT FORGERY / STOLEN FELONY,
2379,221809104,11,1000,Southeast,90003,BURGLARY FROM VEHICLE,
2380,220508104,13,1730,Harbor,90732,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
2381,221209867,13,1500,77th Street,90001,VEHICLE - STOLEN,
2382,221300673,13,0418,Newton,90011,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL
2383,221908242,13,1030,Mission,91342,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2384,221409366,13,1300,Pacific,,BURGLARY FROM VEHICLE,
2385,221809107,2,1223,Southeast,90059,THEFT OF IDENTITY,
2386,220110224,12,1945,Central,90013,BURGLARY FROM VEHICLE,
2387,221107849,13,0800,Northeast,90041,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2388,220110230,13,0530,Central,90021,BURGLARY FROM VEHICLE,
2389,220608756,11,2230,Hollywood,90028,EXTORTION,VERBAL THREAT
2390,221707713,12,1815,Devonshire,91311,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2391,221809152,13,2125,Southeast,90247,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",REVOLVER
2392,220208768,12,0900,Rampart,90004,BURGLARY,
2393,220907924,12,2200,Van Nuys,91403,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2394,221508200,13,1419,N Hollywood,91605,VEHICLE - STOLEN,
2395,221908196,6,1427,Mission,91402,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,KNIFE WITH BLADE 6INCHES OR LESS
2396,222008427,13,1425,Olympic,90005,OTHER ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2397,220200680,13,1530,Rampart,90057,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2398,220808194,7,0005,West LA,90077,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2399,220907923,13,1140,Van Nuys,91406,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH
2400,221809092,13,0805,Southeast,90002,VEHICLE - STOLEN,
2401,220208791,11,1645,Rampart,90004,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
2402,222008457,12,1900,Olympic,90019,BURGLARY FROM VEHICLE,
2403,222008424,10,0700,Olympic,90004,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
2404,221309524,12,0245,Newton,90015,FAILURE TO YIELD,
2405,220208738,12,2000,Rampart,90017,VEHICLE - STOLEN,
2406,220110273,13,0939,Central,90013,OTHER MISCELLANEOUS CRIME,
2407,222107984,12,2112,Topanga,91303,"BURGLARY, ATTEMPTED",
2408,221008064,13,0400,West Valley,91335,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
2409,220608731,13,0705,Hollywood,90038,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",UNKNOWN WEAPON/OTHER WEAPON
2410,221508236,13,2230,N Hollywood,91606,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2411,221007907,13,1630,West Valley,91406,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
2412,221209862,13,0630,77th Street,90044,CRIMINAL THREATS - NO WEAPON DISPLAYED,KITCHEN KNIFE
2413,221107848,13,0606,Northeast,90039,BURGLARY,
2414,220608760,13,0700,Hollywood,90046,VEHICLE - STOLEN,
2415,221209871,4,0600,77th Street,90047,BURGLARY FROM VEHICLE,
2416,222107981,13,0300,Topanga,91367,BURGLARY,
2417,222008428,13,0200,Olympic,90005,BURGLARY,
2418,221409186,13,2140,Pacific,90291,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2419,221008060,13,0400,West Valley,91335,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
2420,220208801,13,1128,Rampart,90026,OTHER MISCELLANEOUS CRIME,
2421,220907947,1,1238,Van Nuys,91405,THEFT OF IDENTITY,
2422,221309611,13,2040,Newton,90011,ARSON,
2423,221707705,5,1200,Devonshire,91311,THEFT OF IDENTITY,
2424,222008489,1,2010,Olympic,90006,THEFT OF IDENTITY,
2425,222008412,11,2030,Olympic,90020,BATTERY - SIMPLE ASSAULT,MACE/PEPPER SPRAY
2426,220110215,13,0001,Central,90017,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",ROCK/THROWN OBJECT
2427,221007918,13,0445,West Valley,91406,THEFT FROM MOTOR VEHICLE - ATTEMPT,
2428,220309047,8,1815,Southwest,90089,THEFT PLAIN - PETTY ($950 & UNDER),
2429,220110244,11,2030,Central,90015,BURGLARY FROM VEHICLE,
2430,220309050,12,2200,Southwest,90016,BURGLARY FROM VEHICLE,
2431,220608784,13,2210,Hollywood,90027,OTHER ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2432,221209866,13,1415,77th Street,90043,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2433,220507934,13,0300,Harbor,90744,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2434,220110241,13,0030,Central,90012,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2435,221908201,13,0900,Mission,91342,BURGLARY FROM VEHICLE,
2436,221908327,11,1905,Mission,91402,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2437,221908216,3,1605,Mission,91402,THEFT OF IDENTITY,
2438,220507952,11,1830,Harbor,90731,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2439,221707676,12,1800,Devonshire,91344,VEHICLE - STOLEN,
2440,220800650,6,0100,West LA,90272,"RAPE, FORCIBLE","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2441,220507938,13,1600,Harbor,90744,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2442,221309574,13,0630,Newton,90011,VIOLATION OF RESTRAINING ORDER,
2443,221107843,12,1837,Northeast,90039,VEHICLE - STOLEN,
2444,220110212,13,0445,Central,90013,DISCHARGE FIREARMS/SHOTS FIRED,UNKNOWN WEAPON/OTHER WEAPON
2445,222008394,1,1230,Olympic,90004,THEFT OF IDENTITY,
2446,221007936,13,2300,West Valley,91406,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2447,220707911,13,0116,Wilshire,90019,BURGLARY,
2448,220110219,8,0001,Central,90015,VEHICLE - STOLEN,
2449,220110213,13,0045,Central,90071,BRANDISH WEAPON,HAND GUN
2450,220110343,5,0840,Central,90021,THEFT OF IDENTITY,
2451,221508197,12,1700,N Hollywood,91605,BURGLARY,
2452,220309065,13,1710,Southwest,90062,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2453,221409195,13,1720,Pacific,90291,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2454,221809134,12,2030,Southeast,90003,VEHICLE - STOLEN,
2455,220707948,13,1800,Wilshire,90019,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER CUTTING INSTRUMENT
2456,222008399,1,1203,Olympic,90020,THEFT OF IDENTITY,
2457,220100620,13,1730,Central,90015,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CLUB/BAT
2458,222008413,12,1310,Olympic,90005,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2459,220309090,13,2045,Southwest,90007,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2460,221300672,13,0418,Newton,90011,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL
2461,220907942,12,0948,Van Nuys,91423,"BUNCO, GRAND THEFT",
2462,221809122,12,1630,Southeast,90002,VEHICLE - STOLEN,
2463,221508190,12,2330,N Hollywood,91601,BURGLARY FROM VEHICLE,
2464,221508202,7,1900,N Hollywood,91604,THEFT PLAIN - PETTY ($950 & UNDER),
2465,221209993,13,1720,77th Street,90043,"BUNCO, GRAND THEFT",
2466,220309001,13,0200,Southwest,90062,VEHICLE - STOLEN,
2467,221908326,10,2150,Mission,91402,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2468,221210197,1,2245,77th Street,90043,THEFT OF IDENTITY,
2469,221809106,2,0001,Southeast,90059,THEFT OF IDENTITY,
2470,222008485,12,2350,Olympic,90006,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2471,220407492,12,2000,Hollenbeck,90031,VEHICLE - STOLEN,
2472,220707928,11,1230,Wilshire,90048,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2473,220110243,13,1800,Central,90013,BURGLARY FROM VEHICLE,
2474,222107982,13,0237,Topanga,91307,BURGLARY,
2475,222008386,1,0001,Olympic,90004,THEFT OF IDENTITY,
2476,221508184,13,1315,N Hollywood,91601,VEHICLE - STOLEN,
2477,220309003,12,2230,Southwest,90007,VEHICLE - STOLEN,
2478,221908208,4,1630,Mission,91343,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",
2479,221809115,13,1130,Southeast,90003,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2480,221908175,12,1900,Mission,91402,VEHICLE - STOLEN,
2481,221908190,13,0300,Mission,91340,VEHICLE - STOLEN,
2482,220907926,9,0001,Van Nuys,91401,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2483,220808207,13,1550,West LA,90024,INTIMATE PARTNER - SIMPLE ASSAULT,OTHER KNIFE
2484,220309049,13,2040,Southwest,90016,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2485,222107966,13,0230,Topanga,91306,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2486,220208740,12,1630,Rampart,90057,VEHICLE - STOLEN,
2487,221309523,12,1830,Newton,90007,BURGLARY FROM VEHICLE,
2488,220907914,13,0050,Van Nuys,91405,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2489,221508195,13,1030,N Hollywood,91606,"BURGLARY, ATTEMPTED",
2490,221309512,13,0945,Newton,90011,VEHICLE - STOLEN,
2491,221309535,13,1600,Newton,90003,VEHICLE - STOLEN,
2492,221607260,13,1640,Foothill,91331,VEHICLE - STOLEN,
2493,220707959,13,2355,Wilshire,90035,BRANDISH WEAPON,OTHER CUTTING INSTRUMENT
2494,220808275,13,1430,West LA,90025,BURGLARY,
2495,221707698,13,1000,Devonshire,91304,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2496,221707675,12,1200,Devonshire,91325,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2497,221908229,13,2115,Mission,91342,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2498,221809112,12,2330,Southeast,90044,VEHICLE - STOLEN,
2499,221809157,13,1525,Southeast,90059,TRESPASSING,
2500,221809142,13,1000,Southeast,90003,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2501,220907939,12,1320,Van Nuys,91411,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
2502,222008409,13,0220,Olympic,90020,BURGLARY,
2503,222008420,12,2100,Olympic,90006,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
2504,221409239,12,0417,Pacific,90045,THEFT PLAIN - PETTY ($950 & UNDER),
2505,220309025,13,0320,Southwest,90007,VEHICLE - STOLEN,
2506,220907909,12,1700,Van Nuys,91423,VEHICLE - STOLEN,
2507,220808211,12,2000,West LA,90077,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2508,220707918,13,1110,Wilshire,90019,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2509,220407501,8,1800,Hollenbeck,90031,VEHICLE - STOLEN,
2510,221409165,1,0001,Pacific,90045,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2511,220407506,7,1700,Hollenbeck,90023,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2512,221409154,12,2045,Pacific,90291,VEHICLE - STOLEN,
2513,221908210,12,1400,Mission,91342,BURGLARY FROM VEHICLE,
2514,220309103,13,2115,Southwest,90018,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
2515,222008380,13,0145,Olympic,90005,ROBBERY,HAND GUN
2516,221007932,11,1320,West Valley,91406,VIOLATION OF COURT ORDER,
2517,220208760,13,1200,Rampart,90026,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2518,221809120,13,0800,Southeast,90002,VEHICLE - STOLEN,
2519,221809144,9,1600,Southeast,90061,VIOLATION OF RESTRAINING ORDER,
2520,221508208,13,1730,N Hollywood,91601,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2521,221107856,12,1730,Northeast,90039,BURGLARY,
2522,220707901,12,2100,Wilshire,90019,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2523,220208752,13,1500,Rampart,90057,BRANDISH WEAPON,CLUB/BAT
2524,220907910,13,0229,Van Nuys,91423,BURGLARY,
2525,220407529,13,2030,Hollenbeck,90033,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2526,220208756,13,0900,Rampart,90057,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2527,222008397,11,1030,Olympic,90020,VEHICLE - STOLEN,
2528,220707935,13,0300,Wilshire,90038,BURGLARY,
2529,220208761,13,1350,Rampart,90026,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2530,220309037,6,1045,Southwest,90018,THEFT OF IDENTITY,
2531,222008445,13,0035,Olympic,90006,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2532,221508191,8,2000,N Hollywood,91606,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2533,221607255,13,0933,Foothill,91331,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2534,221908206,13,1230,Mission,91331,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2535,221409162,8,1800,Pacific,90034,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2536,220110225,12,1330,Central,90015,VEHICLE - STOLEN,
2537,220110255,13,1730,Central,90015,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CLUB/BAT
2538,221007908,6,1200,West Valley,91356,BURGLARY,
2539,221908228,11,1430,Mission,91343,BIKE - STOLEN,
2540,221809150,13,1900,Southeast,90003,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL
2541,220507918,12,1300,Harbor,90744,VEHICLE - STOLEN,
2542,220808190,13,1430,West LA,90272,VEHICLE - STOLEN,
2543,221607271,13,1400,Foothill,91331,THEFT OF IDENTITY,
2544,221007900,10,1200,West Valley,91335,VEHICLE - STOLEN,
2545,221809145,13,1405,Southeast,90061,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACE/PEPPER SPRAY
2546,221607265,3,0001,Foothill,91352,BURGLARY,
2547,220707909,8,1845,Wilshire,90035,VEHICLE - STOLEN,
2548,222008415,12,0840,Olympic,90006,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2549,221707714,13,2115,Devonshire,91324,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2550,220907911,13,0001,Van Nuys,91405,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2551,221007894,13,0850,West Valley,91335,BURGLARY FROM VEHICLE,
2552,220707938,13,1015,Wilshire,90036,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2553,222108037,5,2225,Topanga,91303,THEFT OF IDENTITY,
2554,221607273,13,1600,Foothill,91352,BURGLARY,
2555,222107979,11,1655,Topanga,91367,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2556,221309625,12,2045,Newton,90021,BURGLARY FROM VEHICLE,
2557,220708037,9,0422,Wilshire,90036,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2558,221908232,13,1600,Mission,91342,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2559,220808183,12,2350,West LA,90034,BURGLARY FROM VEHICLE,
2560,220110345,2,0345,Central,90017,THEFT PLAIN - PETTY ($950 & UNDER),
2561,221908197,6,1427,Mission,91402,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,KNIFE WITH BLADE 6INCHES OR LESS
2562,222108036,3,1202,Topanga,91303,THEFT OF IDENTITY,
2563,221409177,12,0630,Pacific,90045,BURGLARY,
2564,220208754,13,1745,Rampart,90017,ROBBERY,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH
2565,220907935,13,1230,Van Nuys,91423,"BURGLARY, ATTEMPTED",
2566,221607270,13,1628,Foothill,91352,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2567,220407509,12,1700,Hollenbeck,90042,VIOLATION OF COURT ORDER,
2568,221209859,12,1900,77th Street,90001,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2569,220208767,12,0100,Rampart,90057,BURGLARY,
2570,221209913,13,0200,77th Street,90044,"RAPE, FORCIBLE","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2571,221409149,13,0110,Pacific,90292,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2572,221409137,13,0001,Pacific,90045,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2573,221209949,13,1320,77th Street,90044,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2574,221607263,12,1800,Foothill,91352,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2575,222008431,13,1600,Olympic,90004,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN WEAPON/OTHER WEAPON
2576,220708102,13,0830,Wilshire,90048,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN WEAPON/OTHER WEAPON
2577,220907922,13,1140,Van Nuys,91406,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH
2578,220707921,11,1900,Wilshire,90036,VEHICLE - STOLEN,
2579,220208759,13,1700,Rampart,90026,VIOLATION OF COURT ORDER,
2580,222008391,12,1800,Olympic,90020,VEHICLE - STOLEN,
2581,221209953,13,0620,77th Street,90044,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
2582,220707955,11,0800,Wilshire,90036,THEFT OF IDENTITY,
2583,221209840,12,1800,77th Street,90047,VEHICLE - STOLEN,
2584,220407526,13,0800,Hollenbeck,90032,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2585,220110268,9,1000,Central,90015,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
2586,220707900,12,2018,Wilshire,90036,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2587,220707933,12,1900,Wilshire,90019,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2588,220110342,13,0638,Central,90071,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
2589,221908243,7,2112,Mission,91402,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
2590,221809139,5,1203,Southeast,90061,THEFT OF IDENTITY,
2591,220110263,30,1200,Central,90012,THEFT OF IDENTITY,
2592,220407495,11,2000,Hollenbeck,90033,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2593,220407510,13,1540,Hollenbeck,90023,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
2594,221908218,13,0239,Mission,91343,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
2595,221007911,13,1520,West Valley,91335,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
2596,220707945,12,0340,Wilshire,90036,BURGLARY,
2597,220507931,13,1000,Harbor,90744,OTHER MISCELLANEOUS CRIME,
2598,220907940,13,0530,Van Nuys,91423,BURGLARY FROM VEHICLE,
2599,220309067,13,1126,Southwest,90018,TRESPASSING,
2600,222107977,10,1915,Topanga,91303,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
2601,221309550,13,1612,Newton,90037,ROBBERY,KNIFE WITH BLADE 6INCHES OR LESS
2602,220407496,13,0200,Hollenbeck,90031,SHOTS FIRED AT INHABITED DWELLING,UNKNOWN FIREARM
2603,220110260,13,0100,Central,90015,BURGLARY FROM VEHICLE,
2604,222108035,13,1000,Topanga,91303,THEFT OF IDENTITY,
2605,221008063,13,0400,West Valley,91335,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
2606,220708118,11,1155,Wilshire,90016,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
2607,220407489,13,0230,Hollenbeck,90031,TRESPASSING,
2608,221809105,1,1200,Southeast,90003,THEFT OF IDENTITY,
2609,221107846,12,1600,Northeast,90027,BURGLARY,
2610,220407528,13,1500,Hollenbeck,90033,VEHICLE - STOLEN,
2611,221007931,13,1700,West Valley,91316,BURGLARY,
2612,220110344,8,0001,Central,90071,THEFT OF IDENTITY,
